eventfile for the exclsuive pi0 BSA analysis cross check
contact: Stefan Diehl (sdiehl@jlab.org)
---------------------------------------------------------------------------------------------------------------------
eventnumber	x	Q2	W	-t	phi[deg]	Mgg
33907169	0.46448	3.75187	2.28168	1.56365	238.655	0.127469
33955038	0.556708	7.1945	2.57082	1.87679	143.814	0.132521
34085563	0.562045	4.57835	2.109	1.54041	263.088	0.133553
34124080	0.345638	2.39184	2.32563	0.318074	93.3018	0.108441
34222058	0.386216	2.54974	2.22091	0.705286	157.089	0.146814
34412404	0.73272	8.81036	2.0234	1.95629	124.337	0.144315
34507066	0.484453	6.31541	2.75701	2.05082	83.3186	0.144364
34550844	0.319941	3.02102	2.70218	0.344093	199.49	0.120722
34607710	0.454038	4.72342	2.56126	1.0116	204.878	0.143197
34641819	0.486927	3.29438	2.08605	0.506701	259.871	0.128989
34749402	0.503652	3.46577	2.07264	0.779586	291.699	0.126742
34752800	0.593552	5.75268	2.19536	1.18497	243.675	0.13938
34852872	0.583657	4.74259	2.0648	0.609495	147.979	0.153364
34913118	0.640381	5.71731	2.02262	1.0534	160.664	0.112119
34923864	0.533832	3.84568	2.05878	0.658849	131.528	0.116692
35044896	0.331789	2.16979	2.29133	0.94918	100.909	0.134228
35210531	0.316026	3.45341	2.89042	0.506164	133.617	0.127832
35398328	0.508261	3.96447	2.17162	0.740737	213.134	0.130671
35739985	0.468348	3.37768	2.1713	0.404558	60.5587	0.122816
35818805	0.507783	6.09259	2.60503	0.560632	329.099	0.147172
35844841	0.51469	4.66466	2.29755	1.47246	269.511	0.118791
35877444	0.627956	6.79894	2.21551	1.4707	263.969	0.143539
36040816	0.340163	3.53612	2.78201	0.385868	237.112	0.145392
36052690	0.392428	3.52963	2.51894	0.373543	243.173	0.118516
36101926	0.451552	2.88648	2.09433	0.442511	277.708	0.143709
36108912	0.572281	4.67756	2.09196	0.833143	85.5257	0.140623
36113421	0.328008	3.73791	2.92202	1.09151	215.532	0.143456
36253592	0.265834	2.62789	2.8527	0.466633	118.475	0.139125
36317192	0.636358	6.6748	2.1667	1.47329	41.4156	0.13237
36372568	0.53857	4.0476	2.08523	1.27141	218.721	0.131377
36415893	0.257391	2.87603	3.02953	2.36424	110.242	0.126648
36501833	0.351451	3.14842	2.58655	1.70174	200.66	0.143662
36567181	0.481182	6.25157	2.76059	1.16764	271.936	0.12086
36616660	0.586073	6.30271	2.30906	1.22054	218.326	0.137745
36668399	0.500363	4.67016	2.35451	0.900406	121.271	0.119353
36680346	0.603533	7.57779	2.42038	1.09572	119.646	0.131467
36751108	0.602795	5.54648	2.12958	1.09449	119.019	0.151459
36899815	0.49881	3.57745	2.11538	0.441644	180.711	0.130013
37008867	0.479368	3.0305	2.04248	0.588355	209.54	0.129061
37102862	0.459812	4.37203	2.45288	1.04711	90.1954	0.121367
37162625	0.539694	3.74371	2.01826	0.623917	167.677	0.126543
37201767	0.21709	2.25026	2.99927	1.48431	140.167	0.135535
37251741	0.513552	3.70469	2.09511	0.862072	104.421	0.140123
37383731	0.642225	6.46783	2.11742	4.68242	108.417	0.122937
37463387	0.396898	2.41763	2.13402	0.278859	298.891	0.120658
37786965	0.352412	2.92032	2.49934	0.257535	246.361	0.130484
38039004	0.360207	3.37838	2.62315	0.400658	216.73	0.133626
38066247	0.323887	3.85467	2.98779	0.537783	148.463	0.127264
38092162	0.284655	2.52947	2.69016	1.18338	216.686	0.152162
38108901	0.434264	2.79211	2.1255	0.400424	8.70239	0.144185
38174809	0.320329	4.3318	3.17356	1.4868	185.236	0.115894
38274110	0.51645	3.87196	2.12265	0.704946	82.5143	0.137212
38309956	0.352114	3.68237	2.76692	0.701074	110.708	0.138791
38370942	0.439077	2.58555	2.04533	0.490058	126.045	0.141002
38407479	0.484743	3.76808	2.21034	0.577188	104.276	0.133795
38618689	0.528228	6.65195	2.61177	0.764055	102.668	0.123747
38763973	0.411795	2.89626	2.23994	0.292899	111.228	0.130873
38780670	0.280111	2.89625	2.88509	0.497697	220.659	0.156476
39178300	0.234262	2.80882	3.172	1.95818	118.213	0.151112
39185613	0.435882	2.58119	2.05448	1.14668	105.8	0.139648
39345557	0.356282	3.2789	2.60855	1.48499	156.565	0.129297
39519360	0.506753	4.32858	2.25689	1.01299	143.085	0.116348
39674028	0.310135	2.43587	2.50972	0.396412	244.545	0.130798
39688197	0.477945	4.11186	2.31769	1.23482	256.323	0.111244
39732111	0.315574	3.77869	3.01258	0.428979	134.241	0.139941
39812436	0.301427	2.29682	2.49065	0.618546	135.469	0.136142
39906233	0.448962	2.98412	2.13141	0.429101	275.856	0.140795
39944756	0.240878	2.29734	2.84963	0.623546	177.44	0.13557
40113150	0.395763	3.13519	2.38055	1.2137	173.378	0.134363
40159616	0.38137	2.74629	2.3098	0.349864	135.133	0.127012
40200551	0.35332	2.4544	2.31789	0.995293	128.335	0.134794
40358053	0.437253	4.24924	2.51975	0.885762	95.669	0.139876
40366877	0.536242	3.83716	2.0491	0.637736	237.607	0.140294
40461974	0.521009	6.00931	2.53081	1.31714	113.826	0.139512
40594079	0.516145	4.46291	2.25034	0.593277	328.688	0.137098
40738752	0.279401	2.64623	2.77582	1.52465	261.76	0.144625
40833674	0.377356	3.64375	2.62537	0.298605	216.15	0.119323
40864692	0.499811	7.24608	2.85164	1.42045	141.918	0.127128
40941318	0.42168	3.88544	2.4918	1.16546	279.26	0.135404
40999497	0.337376	2.32758	2.33491	0.639579	245.177	0.112821
41030696	0.461676	2.84711	2.04942	1.73659	106.73	0.132544
41150901	0.295263	2.41118	2.57592	0.852269	236.345	0.149209
41295663	0.481391	3.20722	2.08219	0.556618	220.566	0.140328
41321478	0.458667	3.22776	2.1656	0.636766	253.037	0.136679
41407953	0.361238	2.40408	2.26525	1.52464	254.631	0.146961
41445822	0.214226	2.0695	2.91054	1.0794	148.053	0.134972
41558047	0.465908	2.93301	2.05975	1.65068	108.617	0.132855
41560062	0.505102	4.64461	2.33047	1.48664	138.6	0.14651
41578566	0.396603	2.56758	2.18785	0.432993	131.486	0.135351
41586298	0.495214	3.18389	2.0312	0.686069	157.44	0.141014
41655461	0.443806	2.96149	2.14285	0.509951	153.239	0.130281
41902484	0.376743	4.14239	2.78087	0.380812	185.91	0.140485
41910079	0.515138	6.12278	2.57745	1.67635	90.5407	0.119032
41923948	0.334937	2.63848	2.47374	0.536074	115.66	0.142312
42128805	0.465459	4.28689	2.40904	1.4678	185.285	0.132152
42243734	0.218114	2.63238	3.21197	1.22913	174.277	0.150638
42333192	0.276307	3.32941	3.09848	1.97001	233.554	0.130706
42363192	0.319343	2.20808	2.36362	0.711001	122.469	0.107724
42734633	0.499513	5.61034	2.54982	1.30048	264.498	0.135071
42757235	0.514116	5.25848	2.41869	3.98505	271.886	0.122337
42780647	0.337969	3.31639	2.716	0.409843	134.252	0.152704
42842458	0.366596	3.60787	2.66721	0.429427	125.518	0.125868
42949172	0.506891	3.24613	2.00953	1.87212	81.7572	0.130722
43093275	0.3807	4.37635	2.82834	0.617003	216.77	0.137179
43137467	0.456357	3.42469	2.22712	0.479385	293.222	0.132365
43439819	0.381972	2.7018	2.29169	0.490737	89.4334	0.127369
43841915	0.420739	5.38448	2.87985	0.888386	202.506	0.131716
43843882	0.450512	3.78684	2.34502	0.615992	94.5882	0.153972
43887519	0.291229	2.03066	2.41297	0.731047	202.46	0.141129
43947593	0.397808	2.97716	2.32101	0.289047	22.0773	0.145479
43950059	0.360659	3.01199	2.49393	0.536027	238.6	0.121451
44024699	0.399053	4.4889	2.76411	1.13987	178.434	0.130228
44089993	0.510991	3.97027	2.16329	1.12151	226.661	0.146687
44094544	0.374314	4.25926	2.82841	2.01044	282.05	0.13422
44098053	0.592694	6.5988	2.32703	1.04574	117.195	0.132271
44110666	0.436637	4.70027	2.63529	0.996803	244.831	0.13778
44293433	0.407845	3.05947	2.30704	0.37271	321.284	0.151192
44318491	0.414789	2.91114	2.23328	0.299901	28.1621	0.134233
44350150	0.364533	2.37185	2.23943	0.618187	133.158	0.146059
44435165	0.370037	2.54544	2.28337	0.328768	271.763	0.132873
44593694	0.401927	3.20435	2.37665	0.424282	222.448	0.130324
44627396	0.35108	2.7462	2.44055	2.25023	81.5137	0.139028
44871835	0.283977	2.36733	2.61713	2.86333	69.4233	0.123734
44987160	0.346142	2.47855	2.35845	1.21721	115.469	0.121326
45057845	0.339743	2.96514	2.57736	1.49632	253.298	0.127159
45261916	0.53651	5.11372	2.30175	1.01138	111.474	0.113544
45348298	0.271937	2.2328	2.61883	1.0408	142.06	0.126594
45385430	0.33583	3.3583	2.74263	1.93443	163.439	0.132174
45528487	0.318664	3.65161	2.94752	1.42237	220.106	0.14597
45737953	0.564438	5.67615	2.29357	1.23254	234.192	0.145056
45792340	0.413382	3.51573	2.42269	1.03416	124.849	0.135707
45910530	0.338682	4.01689	2.95361	1.54537	112.741	0.140003
45986835	0.729541	8.7007	2.0263	1.65937	88.8386	0.149218
45994797	0.370532	2.45432	2.24717	0.328202	264.713	0.14793
46013591	0.373982	3.56459	2.61671	1.24012	183.262	0.133047
46326791	0.352474	3.0159	2.53393	1.53208	244.503	0.132252
46635006	0.273727	2.11289	2.54684	0.251023	171.399	0.14261
46640372	0.32224	2.63675	2.53499	0.974674	158.734	0.12622
46727912	0.377775	2.02324	2.05251	0.421416	110.321	0.149858
46847279	0.375825	2.72123	2.32375	0.497167	150.08	0.116343
46865110	0.429955	3.31075	2.29561	1.00186	272.473	0.135449
46867538	0.262597	2.27109	2.69403	0.844985	157.681	0.143567
46908581	0.318914	3.6214	2.93502	0.476248	135.869	0.12243
47366584	0.308327	2.05949	2.3453	1.46736	260.17	0.124445
47563174	0.418634	3.03319	2.25668	0.93992	133.914	0.135163
47749016	0.446116	4.54689	2.55453	2.51807	244.531	0.150618
47911097	0.386944	2.9187	2.34618	0.337669	302.118	0.145096
47942884	0.562089	4.43314	2.08185	1.5973	94.5184	0.13031
48031867	0.647423	7.68031	2.25009	0.841071	64.5898	0.113711
48104649	0.451781	2.73431	2.04898	0.363005	42.7364	0.140338
48202179	0.43541	2.41675	2.00352	0.373004	166.735	0.163059
48256209	0.320542	3.20516	2.77026	0.5471	145.126	0.123542
48259791	0.409535	3.58552	2.45966	0.645441	195.625	0.126521
48342437	0.375753	4.55065	2.90524	2.98466	196.135	0.117403
48463380	0.430194	2.68612	2.1067	0.611733	82.9561	0.124884
48558918	0.320506	2.60313	2.52965	0.768141	195.004	0.136084
48712074	0.570115	6.89051	2.46495	0.693069	287.778	0.147571
48750741	0.562419	5.46191	2.26493	3.412	254.26	0.117877
48766777	0.489695	3.38361	2.09913	0.482694	283.436	0.154341
48822713	0.434604	2.74413	2.10957	1.09583	125.038	0.143081
48837321	0.560054	6.25783	2.40751	1.0061	153.834	0.118718
48849555	0.332796	3.78984	2.91176	0.409872	105.221	0.141126
48868194	0.485027	4.44379	2.36611	1.10524	196.019	0.1275
49077753	0.36727	3.65088	2.67769	1.55642	130.396	0.142053
49346577	0.483858	3.17569	2.06589	0.61057	274.482	0.1157
49395050	0.434749	2.53631	2.04401	0.365283	149.18	0.132686
49430243	0.280586	3.1144	2.9775	1.96091	117.76	0.132347
49432344	0.43515	2.43867	2.01144	0.787161	112.864	0.140836
49466361	0.499338	5.21705	2.47209	1.69386	295.048	0.115879
49563089	0.425207	3.74971	2.43909	0.71116	252.227	0.111977
49729083	0.418011	2.84394	2.19998	1.86851	110.404	0.120505
49917282	0.247168	2.59667	2.96469	0.447778	220.214	0.133191
49918540	0.408727	3.36328	2.39702	1.07018	142.338	0.144169
50031617	0.410191	2.49107	2.1124	0.332209	257.448	0.143246
50044564	0.410831	2.88664	2.24054	0.283426	107.032	0.125787
50055798	0.416923	3.61466	2.43629	0.686966	225.044	0.133287
50112040	0.272715	2.36024	2.67856	1.69586	206.238	0.140077
50177652	0.298965	2.05558	2.38755	0.853851	157.777	0.140158
50227411	0.529784	6.21061	2.52837	3.09733	43.91	0.132629
50233301	0.56585	4.19625	2.02483	1.54673	260.204	0.12442
50269816	0.451611	3.63867	2.3019	0.759498	122.402	0.15347
50278644	0.322754	2.31149	2.39387	0.38648	199.887	0.144202
50443547	0.444151	3.02194	2.15923	0.420336	142.68	0.128041
50501629	0.40305	3.3272	2.41002	0.461283	279.336	0.146983
50524065	0.243148	2.04188	2.69001	1.67209	113.939	0.139364
50546533	0.245822	2.28966	2.81158	0.438498	177.234	0.143559
50588827	0.401591	5.00801	2.88838	1.83883	271.664	0.148807
50639345	0.319848	3.22474	2.78167	2.17831	216.121	0.149174
50866579	0.552685	4.83502	2.18942	1.73533	270.477	0.134839
50965776	0.334972	2.82922	2.54897	0.35349	215.964	0.118491
50972068	0.245051	2.37264	2.86181	0.751521	160.831	0.138247
50999578	0.762028	10.2469	2.01998	2.68089	350.655	0.130378
51190595	0.295296	2.87727	2.7833	2.31598	255.504	0.123048
51203214	0.638061	5.77419	2.03856	1.27537	82.2918	0.126142
51225664	0.395056	2.30553	2.10018	0.605993	232.759	0.141104
51298433	0.359582	2.7199	2.39259	0.407215	238.514	0.133043
51339717	0.287347	2.16801	2.50145	0.685769	194.86	0.151702
51426131	0.565544	4.36543	2.05764	0.619891	63.6975	0.142674
51468932	0.247253	2.05911	2.67379	1.07938	134.074	0.127426
51501858	0.418907	4.85622	2.75984	0.770103	263.631	0.136056
51560771	0.404669	4.73846	2.80202	0.276173	106.264	0.128998
51561673	0.456889	4.29511	2.44663	0.409591	226.914	0.106145
51602616	0.428277	3.00052	2.2104	0.324185	270.52	0.130543
51689291	0.40748	3.49303	2.44123	1.08418	217.641	0.123925
51710782	0.4251	2.57008	2.08712	0.842089	94.1278	0.117195
51756993	0.326895	2.20358	2.32759	0.700532	134.626	0.132909
51766626	0.392328	2.36989	2.13331	0.242733	311.546	0.144267
51768616	0.425989	4.45899	2.62464	0.620902	91.7981	0.12817
51806084	0.457953	4.7799	2.55694	0.662351	250.164	0.134575
51822860	0.67676	8.25771	2.19646	2.18898	20.5462	0.154507
51842934	0.552017	4.67668	2.16232	1.47464	263.181	0.13625
51963993	0.345592	3.33244	2.68153	0.29096	76.4472	0.12956
51969086	0.457737	4.52445	2.49805	0.444597	283.953	0.116773
52005887	0.305872	2.27495	2.45825	0.347847	145.653	0.12855
52077349	0.43899	3.13076	2.20937	1.81912	106.967	0.135092
52360953	0.270887	2.0804	2.54556	2.13835	119.491	0.121511
52380774	0.293911	2.81003	2.76244	0.401793	149.537	0.146485
52388283	0.59775	6.21306	2.24974	0.77026	193.012	0.13317
52617804	0.44871	2.97927	2.13089	2.23782	265.667	0.127988
52618619	0.417366	4.31064	2.62638	0.759828	174.431	0.132603
52635216	0.493821	6.16795	2.68377	0.722234	87.7167	0.119481
52894324	0.259341	2.04767	2.5939	0.963759	167.624	0.114846
52983316	0.445024	5.95382	2.88187	0.342259	245.15	0.12965
53104780	0.316452	3.14973	2.77198	0.787973	142.474	0.122989
53259784	0.520658	7.46425	2.78429	1.05444	93.4096	0.130465
53347041	0.545463	4.93732	2.23486	0.573292	245.318	0.103727
53361044	0.467478	3.21191	2.13053	0.686124	153.235	0.127016
53362353	0.382534	2.888	2.35415	0.324464	199.051	0.139305
53474845	0.372816	4.10397	2.79005	0.594943	130.227	0.138912
53510957	0.374203	3.3987	2.56206	0.419446	240.734	0.10998
53725400	0.446252	2.93672	2.12708	0.601824	80.1808	0.136998
53756063	0.349928	2.67358	2.41808	0.597293	115.663	0.140355
54001130	0.475013	3.94842	2.29001	1.4642	79.356	0.128984
54099500	0.280319	3.59972	3.18153	0.443681	137.33	0.136762
54146108	0.372172	2.00941	2.06642	0.441661	107.259	0.123485
54178677	0.531161	4.36282	2.17514	0.493315	22.8845	0.134678
54180198	0.520004	6.98602	2.70719	0.76194	192.063	0.114682
54458617	0.268935	2.33168	2.68677	0.315207	238.461	0.139108
54571587	0.394564	4.37508	2.75566	0.59946	79.3574	0.138034
54611528	0.361655	4.77497	3.05098	2.30171	119.654	0.145679
54678034	0.324134	3.65632	2.91621	0.319509	222.697	0.13675
54704638	0.412421	3.75939	2.49727	1.02381	247.868	0.127006
54734159	0.303322	2.26312	2.46543	0.306418	223.046	0.138226
54757784	0.522518	3.55504	2.03199	0.490229	266.337	0.120868
54819806	0.56124	5.33204	2.24695	2.00375	134.005	0.125226
54849862	0.438354	2.63775	2.06397	0.665355	206.725	0.13983
54853076	0.2493	2.44164	2.86926	0.49702	135.114	0.126885
54977634	0.438091	2.51346	2.02588	0.387945	289.794	0.126444
54988560	0.438635	3.21991	2.23633	0.403361	70.002	0.13091
55051611	0.415352	4.79631	2.76254	0.440562	223.036	0.129914
55074258	0.366177	3.47173	2.62481	1.46708	122.377	0.14364
55116295	0.506513	5.64803	2.52648	1.06214	88.4751	0.130483
55147475	0.542319	5.74585	2.39362	0.793795	144.286	0.126595
55527012	0.276804	3.40678	3.12748	1.63692	158.449	0.158318
55534433	0.475154	3.96941	2.29453	1.90147	118.051	0.127939
55656984	0.42866	2.65843	2.10324	0.754832	119.348	0.137895
55668221	0.584193	4.83659	2.07914	1.07793	104.328	0.125217
55756757	0.312178	2.9254	2.70663	0.908118	124.144	0.130572
55780976	0.516702	3.60154	2.06132	0.720679	206.319	0.131428
55811399	0.281528	2.50752	2.69808	0.561482	207.312	0.134893
55822426	0.392749	5.46833	3.05536	0.360849	57.1763	0.126441
56120702	0.305591	2.62357	2.61572	3.36299	79.6534	0.134044
56122847	0.369527	2.75733	2.36321	1.23399	245.736	0.125041
56224753	0.419767	3.19599	2.30175	1.10435	244.787	0.128351
56514296	0.247104	2.067	2.67923	0.672612	179.645	0.145391
56526736	0.409617	3.3262	2.3821	0.38813	205.201	0.144762
56691451	0.247433	2.1559	2.72718	1.0378	235.452	0.133204
56770570	0.362882	2.68178	2.36406	0.593138	206.035	0.139347
56843824	0.425019	3.22542	2.28994	1.08613	112.589	0.134309
56855947	0.318582	2.9879	2.69651	0.420395	219.92	0.136304
56865723	0.28081	2.76211	2.82036	0.569733	172.835	0.142011
57012854	0.39605	3.25358	2.41699	0.976756	237.234	0.123911
57042736	0.373408	2.04315	2.07577	0.921319	107.934	0.138576
57043022	0.333489	2.30079	2.34066	0.406391	182.357	0.139956
57129812	0.490958	4.58498	2.37364	0.552472	138.119	0.14416
57221438	0.350283	2.59849	2.38749	0.820793	148.051	0.125668
57246236	0.251409	2.03964	2.63695	0.55495	133.113	0.147196
57373419	0.413287	4.54095	2.7068	0.428682	188.625	0.143045
57471477	0.481301	3.16518	2.07159	0.960943	224.156	0.135596
57615757	0.326013	2.31333	2.37967	0.594835	146.302	0.162405
57649250	0.474995	4.02885	2.30941	0.523025	238.078	0.127856
57691436	0.233743	2.11011	2.79244	0.340659	186.612	0.134058
57717076	0.394735	2.65585	2.22546	0.348459	212.031	0.129413
57844663	0.686281	7.42943	2.06798	1.814	279.963	0.13724
58101181	0.43832	2.45709	2.00723	0.565576	118.494	0.130582
58146304	0.398699	2.20894	2.05226	0.616483	246.79	0.119943
58207407	0.44427	3.14212	2.19335	0.415837	216.906	0.134488
58285763	0.310634	2.52629	2.5469	0.297872	144.932	0.139609
58355869	0.484652	3.27668	2.08915	0.748998	129.06	0.136548
58379384	0.335826	2.13561	2.25921	0.629464	182.324	0.128334
58414052	0.263447	2.08384	2.58967	0.773203	135.23	0.109137
58517126	0.418539	3.10285	2.27838	0.875913	265.608	0.123582
58561722	0.476663	3.58586	2.19484	1.68506	113.103	0.14645
58637832	0.411955	5.139	2.86635	0.595876	275.289	0.137111
58782726	0.307019	3.90276	3.11277	0.7947	174.22	0.12032
58939930	0.369336	2.06558	2.09939	0.354208	259.002	0.130113
58968393	0.456533	3.00415	2.11105	0.403529	89.3511	0.13083
58988047	0.581268	4.80096	2.08299	0.645897	294.142	0.149815
59125285	0.439224	4.06768	2.46449	0.529506	133.891	0.149142
59268950	0.364831	4.78143	3.03393	0.603468	85.0821	0.140611
59435590	0.465911	5.05466	2.58354	1.85772	115.833	0.137369
59438663	0.317549	2.29446	2.41068	0.349667	150.841	0.135049
59448435	0.681195	7.58867	2.1052	1.89809	122.504	0.128521
59467061	0.279419	2.31014	2.61493	1.27494	122.772	0.120705
59518102	0.470316	3.29456	2.14261	0.639653	227.101	0.123405
59572220	0.558251	4.20384	2.05107	0.988156	137.824	0.132036
59614060	0.328997	2.5946	2.48438	0.497758	192.543	0.143305
59625161	0.393978	4.02156	2.65826	1.00631	154.377	0.142768
59720914	0.332523	2.5561	2.45178	1.86477	122.82	0.132962
59819937	0.263452	3.3521	3.20187	1.88472	222.867	0.123885
59909168	0.349368	2.30924	2.27615	0.420724	142.688	0.126757
59927785	0.349111	2.18464	2.22563	0.282198	257.859	0.136166
59942736	0.422455	2.44724	2.05572	0.643709	121.466	0.120456
60204092	0.449161	6.68711	3.01351	1.73713	214.861	0.145738
60266544	0.659827	6.60289	2.06989	2.40647	66.2736	0.14278
60314898	0.364393	3.20296	2.54307	1.69672	254.574	0.154746
60380703	0.563512	6.55479	2.44082	0.749647	102.51	0.132999
60671637	0.228912	2.00575	2.76345	1.52676	206.273	0.129702
61172592	0.416992	5.52571	2.93359	0.285723	26.066	0.144997
61265164	0.417787	2.78611	2.18242	1.27896	241.524	0.126549
61299698	0.383114	2.07934	2.05633	0.745363	107.25	0.129297
61389112	0.504176	6.53737	2.70359	0.69497	11.7664	0.132854
61550778	0.392695	2.32031	2.11393	0.516245	204.494	0.134631
61815050	0.422683	2.49747	2.07159	0.305804	230.705	0.135592
61830984	0.301662	2.35725	2.5174	1.31226	129.828	0.126263
61887100	0.290759	2.17092	2.48512	1.25241	218.675	0.129888
61900890	0.298473	2.95079	2.79568	1.05538	176.89	0.129872
61982876	0.599844	4.68451	2.00134	0.655161	220.228	0.132198
62170237	0.456149	3.59635	2.27335	0.665138	98.3558	0.12653
62178415	0.330537	2.16487	2.29456	0.437765	127.285	0.138283
62419253	0.431674	3.6949	2.39685	0.485865	126.23	0.138464
62449799	0.33548	2.61212	2.46057	1.26271	198.128	0.143297
62544870	0.520163	5.85481	2.50624	1.81601	111.629	0.135359
62565123	0.484761	4.43368	2.3649	3.02353	82.8878	0.131539
62665673	0.40794	4.96011	2.84238	0.305235	106.553	0.13572
62698027	0.389788	3.59222	2.55028	0.762801	157.297	0.141721
63005770	0.225954	2.23075	2.91927	1.67369	231.333	0.140017
63154917	0.42965	5.59113	2.88139	0.362313	245.775	0.126978
63302115	0.33063	2.22257	2.31948	0.240987	261.381	0.132731
63380904	0.299906	2.38513	2.53932	0.381269	222.132	0.11582
63390531	0.399756	4.11881	2.65798	0.356118	83.0903	0.121814
63391090	0.438278	2.78098	2.10822	0.36643	283.972	0.147585
63501725	0.439059	3.09484	2.1987	0.705228	111.556	0.117974
63602261	0.543072	4.06605	2.07398	0.891771	214.552	0.122752
63611951	0.446627	3.44601	2.26935	0.431613	207.102	0.114703
63784483	0.615614	7.30437	2.33262	1.42829	269.151	0.131209
63846690	0.49283	4.50563	2.34884	0.464472	114.811	0.132655
64403224	0.428819	2.92405	2.1852	0.610003	123.236	0.145482
64477488	0.349743	3.07439	2.56834	0.965889	136.365	0.118768
64554013	0.269564	2.34412	2.68927	0.87672	218.516	0.129148
64648287	0.500658	5.59059	2.54091	1.35423	190.202	0.132081
64653413	0.436807	3.87504	2.42416	0.71813	200.456	0.139227
64675485	0.3172	2.73934	2.60327	0.799165	201.349	0.114569
64861435	0.231396	2.3305	2.93621	1.20976	204.045	0.142921
64951700	0.329468	4.29233	3.10098	0.428273	195.36	0.125448
64957558	0.272819	2.56256	2.77681	2.54423	231.529	0.144127
65130181	0.421961	2.45591	2.06025	0.549193	98.9191	0.150172
65137766	0.394089	3.91776	2.62752	0.436724	229.927	0.143623
65220655	0.505043	3.55522	2.08915	0.953661	207.952	0.122604
65306116	0.262769	2.63748	2.87752	0.787223	195.709	0.138587
65374635	0.480986	5.34758	2.57889	0.858295	127.83	0.141214
65385029	0.500297	5.32966	2.49072	0.631893	358.991	0.139557
65402760	0.260547	2.09873	2.61471	0.430219	138.147	0.13571
65514142	0.628104	5.90736	2.09238	0.88102	281.29	0.145254
65545999	0.455125	2.96104	2.10364	1.34179	231.798	0.134531
65569612	0.353984	3.48451	2.69063	3.14312	271.138	0.120494
65661223	0.438255	2.59924	2.05231	0.850416	233.262	0.130909
65699074	0.397654	2.30127	2.08954	0.788796	117.544	0.133148
65721143	0.426862	3.31343	2.3085	0.622603	112.225	0.125337
65768309	0.364785	3.15514	2.52478	0.284974	223.369	0.124193
65872354	0.393207	2.07966	2.02229	0.777337	221.736	0.125151
66001033	0.316469	2.428	2.47477	0.440984	185.591	0.131293
66033730	0.480516	6.47719	2.80763	0.861816	113.309	0.136386
66247328	0.405435	3.71819	2.51654	1.30358	126.332	0.130924
66254988	0.700878	7.72906	2.04425	1.25766	144.053	0.147928
66360157	0.37927	2.93304	2.38341	0.655692	110.401	0.135576
66469662	0.538892	4.11919	2.0988	0.927253	255.069	0.129178
66506668	0.581235	5.98542	2.27874	0.59663	155.766	0.145277
66579535	0.26325	2.19985	2.65273	1.76517	255.861	0.108703
66646443	0.387924	2.226	2.09585	0.569909	126.276	0.139337
66673570	0.390732	2.38327	2.14396	0.237866	75.7357	0.154609
66705804	0.402799	4.24661	2.67889	0.282633	259.559	0.131918
66711544	0.325403	2.81485	2.59149	1.35345	185.347	0.15456
66722078	0.349249	3.67973	2.78149	3.95964	96.0207	0.133363
66927006	0.50562	4.99227	2.40034	0.943453	105.829	0.137071
66932070	0.334104	3.80861	2.91053	0.880353	202.754	0.135893
66997066	0.333531	3.92608	2.9539	0.897783	131.174	0.114013
67024515	0.586126	5.18585	2.13123	2.23649	100.237	0.106786
67040491	0.325393	2.05191	2.26592	0.462893	116.512	0.137448
67046562	0.440842	3.31924	2.2562	1.01548	147.793	0.132602
67150017	0.327257	3.06247	2.67878	0.600158	115.911	0.123763
67187757	0.376595	5.03613	3.03595	1.63369	255.562	0.112672
67204145	0.349757	2.37049	2.29943	0.816753	111.039	0.133046
67251294	0.466874	3.80516	2.28593	1.85446	139.548	0.109925
67276718	0.436504	3.54021	2.33463	0.476	255.975	0.142182
67305776	0.418136	3.82947	2.49184	1.18493	203.293	0.124921
67327939	0.499395	3.93331	2.19617	1.12008	278.048	0.128023
67378679	0.248006	2.39603	2.85403	0.32501	209.848	0.107785
67636254	0.633243	6.97734	2.21843	1.52016	319.693	0.147475
67647718	0.357193	2.89835	2.46906	0.370537	269.478	0.136321
67674403	0.35395	2.27958	2.24525	0.268067	105.127	0.142928
67790773	0.277364	3.50849	3.16563	0.338456	127.593	0.118571
67795945	0.307441	4.43323	3.29649	0.640974	190.424	0.134656
67817089	0.573906	6.83514	2.4403	0.604143	173.069	0.135702
68087637	0.309373	3.31606	2.878	1.30736	203.196	0.106541
68114407	0.382147	3.25732	2.47926	0.397716	144.149	0.145977
68223725	0.555232	7.44029	2.61541	0.956869	114.466	0.132427
68276745	0.383359	3.22635	2.46374	0.458214	132.65	0.135516
68297782	0.357863	2.94523	2.48297	0.416242	193.865	0.136495
68314070	0.532424	4.12597	2.12221	0.864594	278.365	0.126118
68400377	0.29379	2.77527	2.748	0.713614	166.567	0.139908
68450262	0.393265	4.37196	2.76142	0.300785	283.798	0.135355
68508217	0.319643	2.21169	2.36387	0.681229	155.868	0.138192
68525695	0.315342	2.81688	2.64504	0.999631	226.617	0.155688
68529576	0.527116	4.18672	2.15321	1.56743	257.117	0.114903
68612991	0.431581	2.85659	2.15468	2.12509	269.897	0.11923
68729565	0.364364	2.30659	2.21454	0.412912	112.816	0.143675
68781966	0.307278	2.58864	2.59155	1.06567	178.688	0.129427
68820059	0.472725	3.83286	2.27057	0.794953	180.243	0.123885
68846862	0.386242	5.21782	3.02848	2.12856	261.245	0.155645
