eventfile for the exclsuive pi0 BSA analysis cross check
contact: Stefan Diehl (sdiehl@jlab.org)
---------------------------------------------------------------------------------------------------------------------
eventnumber	x	Q2	W	-t	phi[deg]	Mgg
56429335	0.313817	3.35934	2.86806	1.74271	269.736	0.14761
56586793	0.381027	3.35597	2.51636	0.654689	253.994	0.146043
56646130	0.382148	2.75789	2.31068	0.590776	104.841	0.14913
56753470	0.303047	2.23564	2.45395	2.83544	79.3859	0.122186
56991789	0.336805	3.13537	2.65596	1.10591	244.636	0.147594
57143095	0.391748	3.17082	2.40905	1.05003	201.23	0.136993
57143536	0.415676	3.48202	2.40314	0.388188	58.4476	0.130547
57159629	0.325737	3.33403	2.78956	0.587104	211.693	0.125989
57233402	0.314608	3.93099	3.07314	0.452295	251.95	0.121451
57247405	0.266286	2.30745	2.69039	2.10766	90.6051	0.116916
57325254	0.329022	3.42311	2.80377	2.90535	285.928	0.118555
57428261	0.52488	6.97026	2.68138	0.883992	313.35	0.132664
57523969	0.222465	2.09176	2.86203	0.455734	176.954	0.135612
57679597	0.316132	2.15122	2.35243	1.19503	102.384	0.120711
57681262	0.356765	3.44	2.6613	1.21403	169.925	0.12925
57750711	0.550967	4.89623	2.20697	1.45727	301.56	0.130254
58035641	0.602698	6.74537	2.30801	4.3242	106.072	0.12139
58104368	0.304357	3.71872	3.06266	1.42773	139.684	0.128964
58170986	0.36188	3.53101	2.66585	3.82988	91.9298	0.125428
58171199	0.285059	2.28769	2.57254	0.448925	141.429	0.13326
58203134	0.481347	3.021	2.03359	0.4729	316.515	0.132664
58394922	0.445329	4.10894	2.44911	2.45132	242.023	0.141764
58533183	0.249177	2.16243	2.71959	1.91545	137.294	0.119381
58894325	0.333456	4.28847	3.0745	1.47887	208.393	0.109234
58927579	0.353946	2.21698	2.21968	0.707805	139.806	0.137425
59016542	0.381371	4.16243	2.76266	1.14408	147.349	0.136437
59327792	0.382787	3.43749	2.53436	0.712275	109.829	0.123355
59327872	0.450937	3.88035	2.3675	0.974066	113.542	0.132764
59339689	0.545001	4.48675	2.15084	1.44802	128.044	0.115533
59347658	0.351765	3.68675	2.77025	0.674582	146.039	0.144312
59769194	0.412948	3.36224	2.37911	1.17715	116.117	0.12897
59803026	0.384307	2.89209	2.34813	0.689351	220.675	0.131448
59809340	0.56055	7.01399	2.52567	2.46087	276.68	0.135252
59818253	0.339846	3.50361	2.77238	1.28388	167.314	0.129701
59832633	0.47872	3.04065	2.04727	0.790758	123.327	0.136166
59858828	0.329695	4.1008	3.03607	2.06465	243.124	0.114357
59874203	0.265575	2.07436	2.57231	1.32109	187.295	0.143405
60582807	0.454779	5.79527	2.79787	1.66693	249.912	0.138192
60804499	0.412988	3.03812	2.28005	1.79874	283.506	0.120842
61042333	0.426415	4.0994	2.52875	1.17885	116.863	0.121758
61243978	0.478277	3.27818	2.111	0.961139	102.969	0.130875
61266085	0.610381	5.41788	2.08295	1.52521	109.573	0.142896
61357641	0.592315	5.11958	2.09859	1.68768	132.951	0.122286
61388602	0.474796	4.07292	2.32071	0.684832	94.251	0.123883
61416688	0.491573	5.28507	2.51925	0.656405	246.833	0.141116
61422342	0.605045	5.04283	2.04258	2.03017	85.4948	0.150867
61497768	0.345192	2.34594	2.30878	0.371109	98.3734	0.127974
61696864	0.288881	2.25143	2.53427	0.61765	216.296	0.109313
61778728	0.358643	3.2696	2.59371	0.716132	247.15	0.154785
61847001	0.417327	3.44673	2.38593	1.19926	206.314	0.142496
62077981	0.323088	2.96405	2.66278	1.29454	241.752	0.126056
62161263	0.600628	4.7371	2.00752	2.10552	60.0265	0.119826
62215523	0.406949	2.38636	2.08758	0.436763	90.6093	0.130912
62273144	0.374835	5.53945	3.18107	2.07384	226.8	0.120835
62879813	0.285101	3.18327	2.97699	0.624266	238.698	0.12546
62907193	0.433726	3.65121	2.37642	1.59456	86.0981	0.150886
62942528	0.45981	4.0147	2.36577	0.854381	111.768	0.126808
63427055	0.233348	2.80975	3.17987	1.28523	136.643	0.136453
63473127	0.343105	3.75044	2.83915	0.499089	191.471	0.123322
63522888	0.444295	4.00021	2.42562	1.37046	238.844	0.120402
63571105	0.415459	4.33136	2.64092	0.762243	110.706	0.144355
63593657	0.351683	2.2067	2.22448	0.556798	120.364	0.120245
63618807	0.564919	5.9419	2.33593	0.739902	338.666	0.144223
63636071	0.29392	2.60252	2.67064	0.966055	203.261	0.115638
63752796	0.398777	3.55035	2.49661	0.653886	117.501	0.140378
63868289	0.312139	2.2349	2.40944	2.73006	87.563	0.122423
63878359	0.227482	2.48662	3.05365	0.938134	160.575	0.143331
63940995	0.479408	3.33173	2.12091	0.364212	39.4699	0.140311
63953080	0.433193	2.79661	2.13062	0.520095	277.461	0.148594
63979041	0.316008	3.16554	2.78066	1.03733	141.164	0.115556
64020018	0.421535	2.4199	2.04967	0.647174	103.618	0.14398
64195253	0.314697	2.32472	2.43778	0.363759	94.373	0.138717
64205633	0.304778	2.13578	2.39838	0.715765	190.084	0.124148
64222828	0.508963	4.78179	2.34386	0.455712	8.45969	0.128178
64383248	0.51625	4.34204	2.22464	0.696964	263.247	0.145109
64565576	0.420481	3.31386	2.33401	0.95754	257.198	0.112259
64710591	0.22363	2.45965	3.06911	0.35845	200.139	0.146354
64944307	0.316957	2.26952	2.40232	0.541075	134.632	0.133441
65079048	0.447894	2.56709	2.01115	0.506629	101.438	0.1281
65093532	0.251593	2.10416	2.67199	1.32279	245.406	0.131399
65165118	0.505111	3.86763	2.16095	1.51191	82.5239	0.13475
65209904	0.269181	2.40946	2.72432	0.755037	170.684	0.132323
65411605	0.304562	3.26445	2.88694	2.56254	100.416	0.117708
65561836	0.175	2.41288	3.50076	2.90641	254.011	0.114939
65616820	0.534249	4.7393	2.23875	1.55956	292.421	0.126478
65665344	0.513284	5.8376	2.53294	1.18979	241.338	0.123977
65919430	0.292947	2.6025	2.67613	1.42634	249.532	0.126711
65956249	0.426076	4.61376	2.66366	0.634957	136.414	0.133937
66083266	0.51347	4.73956	2.31759	1.25953	262.943	0.140436
66276493	0.510859	4.36133	2.24861	1.33309	68.4262	0.119648
66339512	0.440585	3.62596	2.34185	0.469921	70.8909	0.132589
66414628	0.311414	2.42095	2.49668	0.76285	101.73	0.143647
66494922	0.363009	2.23951	2.1932	1.55689	251.005	0.111122
66871790	0.310321	2.18743	2.39621	1.00246	204.49	0.114279
67011813	0.552688	5.43869	2.29828	1.56726	86.0962	0.138832
67242619	0.607364	5.50509	2.10693	0.741915	277.093	0.142429
67295297	0.638908	7.09383	2.21123	1.55006	37.1036	0.133567
67384180	0.339029	3.55842	2.79604	1.12839	241.561	0.122124
67401467	0.551682	6.43814	2.47229	0.835702	101.398	0.117936
67568895	0.473408	3.13708	2.09042	0.598942	71.3909	0.127935
67763277	0.455079	3.95165	2.36899	1.29073	219.886	0.127212
67810329	0.168937	2.12219	3.36454	2.17376	138.915	0.149943
67853964	0.222938	2.33859	3.00526	0.855833	154.277	0.120335
68129906	0.24791	2.1522	2.72205	0.533204	134.561	0.137027
68364524	0.442707	5.04261	2.68851	0.391575	356.118	0.126089
68371117	0.517222	4.26143	2.20408	0.742114	303.213	0.131159
68432302	0.498995	3.24902	2.0353	1.0395	91.1808	0.130303
68614849	0.398776	3.94163	2.61209	1.22739	254.672	0.129749
68834402	0.403194	3.96203	2.59709	2.34708	291.997	0.123483
68900985	0.413488	4.14663	2.60041	0.396278	306.436	0.140571
69082234	0.435366	4.77802	2.66027	1.56611	273.877	0.151423
69121491	0.310045	4.35389	3.25103	0.47748	135.487	0.147853
69163476	0.414077	4.17494	2.60536	2.76839	137.576	0.132443
69319837	0.336613	2.04468	2.21584	0.365494	108.298	0.142313
69327510	0.416726	4.91938	2.78671	0.686602	248.851	0.114966
69371176	0.527536	4.32053	2.17941	1.90791	69.0981	0.111344
69528168	0.381762	4.6015	2.88655	0.736657	103.592	0.139774
69539881	0.360002	2.87752	2.44865	0.358592	107.885	0.121264
69544219	0.645788	6.14265	2.06144	1.40869	15.8157	0.120788
69598086	0.555012	5.32228	2.26882	0.875821	282.453	0.127203
69686414	0.22637	2.93401	3.30264	3.02325	217.383	0.11003
69703304	0.39523	3.28148	2.42932	0.794075	141.192	0.131924
69704547	0.426796	3.91857	2.47853	1.04649	130.818	0.127557
69741910	0.406489	3.20807	2.3589	1.82872	255.078	0.134399
69754281	0.590445	5.08843	2.09997	0.93466	39.8454	0.133077
69788078	0.277782	3.13985	3.00729	0.87665	190.985	0.133342
70007179	0.434708	3.62356	2.36482	1.76949	267.948	0.133862
70016502	0.266462	2.35806	2.7151	2.20002	159.316	0.127836
70022671	0.300118	2.67664	2.66877	1.16308	230.847	0.110555
70134844	0.427138	2.36418	2.01273	0.803783	255.756	0.133478
70305784	0.55015	4.57328	2.14938	2.32915	262.606	0.131537
70327785	0.598696	4.90065	2.04089	0.963601	341.231	0.162593
70359296	0.303676	2.6971	2.65796	0.925022	154.999	0.141959
70401228	0.349365	2.81333	2.4738	1.07411	234.483	0.119563
70477411	0.29197	2.5337	2.65039	0.657463	188.683	0.13314
70555279	0.36373	2.21428	2.18031	0.931993	128.367	0.113167
70583983	0.258112	2.52751	2.85397	2.23109	250.114	0.120666
70584635	0.37154	2.03847	2.08048	1.41044	91.1618	0.125148
70676978	0.462511	4.69062	2.51622	1.08484	112.263	0.134623
70696256	0.333241	3.51935	2.81459	2.17954	166.483	0.136983
70756419	0.555107	7.02996	2.55235	1.96421	217.658	0.120393
70885558	0.500713	3.29143	2.0402	0.416707	50.6249	0.127206
71086503	0.445521	5.90792	2.86934	1.3538	137.075	0.138261
71176035	0.38254	2.51457	2.22241	0.496528	266.457	0.128955
71413052	0.381605	2.10824	2.07286	0.439792	261.454	0.127335
71454414	0.337578	2.48752	2.40032	1.06459	174.055	0.145452
71492645	0.327039	3.42975	2.81742	0.74438	206.68	0.14058
71821175	0.438154	3.24956	2.24661	1.01322	116.62	0.133972
72045925	0.392402	3.98683	2.65586	2.28087	203.475	0.144185
72229523	0.409198	5.57232	2.98759	1.55152	285.093	0.13521
72238051	0.319893	2.12961	2.32551	0.721688	176.579	0.145868
72592476	0.291538	2.00865	2.40032	0.440638	243.781	0.144038
72753213	0.498656	3.17267	2.01745	0.767907	97.2196	0.123238
72794412	0.280697	2.08674	2.49554	0.540955	232.067	0.133022
73053907	0.48718	3.41653	2.11582	1.7623	108.145	0.123235
73069042	0.279346	2.99569	2.93404	3.96516	71.6603	0.163318
73104193	0.519496	3.85005	2.10746	1.08893	286.906	0.123881
73388640	0.289601	2.63175	2.70852	1.21585	180.944	0.121292
73433526	0.332982	2.47431	2.41595	0.951484	247.929	0.130727
73656993	0.329109	3.12528	2.69281	0.748104	132.515	0.132628
73835868	0.435297	3.30541	2.27341	0.734301	129.342	0.145007
74008887	0.48391	3.2194	2.07697	1.38186	275.869	0.131288
74016266	0.412617	3.7723	2.50008	0.672653	125.095	0.111536
74024310	0.629024	5.84495	2.08026	0.955624	54.0123	0.132019
74209223	0.380302	3.95634	2.70687	0.450728	88.1448	0.138429
74376774	0.491396	6.77422	2.80923	1.34108	173.571	0.129559
74671975	0.366563	3.01496	2.46786	1.52642	224.109	0.141672
74679431	0.470894	4.02274	2.32387	1.04918	277.842	0.11013
74912099	0.408998	3.41374	2.41105	1.55036	161.952	0.120214
74965875	0.45817	3.64222	2.27763	0.54676	288.106	0.128809
75021746	0.314734	2.31879	2.43495	1.37214	141.508	0.126062
75258691	0.38313	3.17038	2.44641	1.11905	257.705	0.12994
75295822	0.349622	3.71291	2.79055	1.08496	100.075	0.117553
75521394	0.420156	3.92155	2.50845	1.56875	135.26	0.119822
75711071	0.439672	2.73953	2.09085	1.2622	103.363	0.117014
75771380	0.446742	3.73344	2.34604	0.683104	247.465	0.132469
75961172	0.514727	4.31828	2.2252	0.698929	237.893	0.120086
76192974	0.329516	2.60538	2.48629	0.48567	254.117	0.140591
76314506	0.42066	2.41501	2.05094	1.25854	98.0812	0.12868
76485095	0.335237	3.28706	2.72001	0.623922	197.427	0.135558
76633005	0.256974	2.34412	2.76735	0.342447	125.663	0.104977
76747223	0.486458	3.86504	2.22723	1.11797	234.03	0.139073
76786634	0.355537	3.99556	2.85006	0.419253	239.336	0.123578
76815298	0.356174	2.57183	2.35143	0.728848	142.113	0.139252
77078424	0.344155	2.01141	2.17104	0.755768	103.95	0.112525
77114140	0.348966	4.22671	2.9607	0.546427	139.835	0.147318
77115554	0.333706	2.22862	2.3087	1.05971	117.311	0.113278
77199756	0.287234	2.15795	2.49705	0.47148	199.927	0.152225
77211189	0.255889	2.80077	3.00413	0.700752	142.509	0.116355
77226508	0.414822	2.50979	2.10258	0.473596	94.1933	0.117827
77427008	0.440954	2.62135	2.0503	0.874836	119.784	0.115549
77511595	0.296505	2.21182	2.47551	0.568603	103.826	0.144159
77577969	0.351644	2.20679	2.22467	0.879834	116.415	0.145008
77714405	0.538849	4.34362	2.14421	2.22093	275.445	0.132562
78110133	0.413748	4.65703	2.73478	3.34864	287.891	0.11821
78197615	0.614236	6.88585	2.28143	1.60001	41.9942	0.133643
78254793	0.425069	3.08181	2.24692	2.09331	105.31	0.139068
78424683	0.442662	4.42792	2.54074	0.775348	106.906	0.128993
78463845	0.337247	4.54572	3.13265	2.65332	283.728	0.143575
78632163	0.316451	2.69978	2.59075	0.67992	211.395	0.134753
78717715	0.531771	3.99796	2.09775	1.28474	122.871	0.131166
78782076	0.363779	2.41578	2.2595	0.608541	103.596	0.137851
78815162	0.28852	2.27595	2.54809	1.99407	246.32	0.112194
79070793	0.197545	2.17883	3.11946	0.934504	172.384	0.144625
79206520	0.40342	5.35916	2.9674	0.672424	243.86	0.105592
79265496	0.557622	4.25405	2.06281	1.48675	123.111	0.141694
79291796	0.497421	3.6025	2.12607	1.00027	283.845	0.123078
79361876	0.401876	3.85087	2.57132	3.17994	92.5513	0.136108
79412380	0.345971	3.03444	2.57229	1.00218	103.388	0.13603
79480487	0.553355	5.22925	2.25858	2.42087	281.976	0.136707
79853179	0.548408	6.16568	2.4408	3.32543	119.29	0.13988
80036080	0.334225	2.22245	2.30379	0.782099	264.662	0.12894
80225350	0.545946	4.54099	2.15801	1.55311	125.51	0.126494
80285662	0.454295	3.82323	2.33941	1.62823	281.03	0.127508
80508971	0.518738	4.07211	2.1583	1.823	226.09	0.125408
81428851	0.345969	2.02297	2.16901	1.06312	250.957	0.127628
81488204	0.396356	2.99233	2.33187	1.10199	102.129	0.138403
81526614	0.335796	3.09176	2.64496	0.495318	199.457	0.124671
81539734	0.606751	4.93712	2.01995	1.21298	55.3412	0.122286
81648702	0.566676	4.94074	2.15833	1.15082	254.109	0.135553
81653586	0.345845	2.03558	2.17499	0.524209	230.778	0.129648
81795882	0.289647	4.22988	3.3547	2.76501	105.909	0.12887
81866349	0.345291	3.74894	2.82643	1.40688	143.637	0.118229
82186387	0.537357	4.24971	2.13053	2.99932	306.323	0.144702
82396173	0.503513	3.72226	2.13322	1.94421	243.817	0.127357
82661506	0.613655	5.48137	2.08118	1.06484	9.86688	0.122506
82768603	0.43841	3.09652	2.20157	1.02764	84.1791	0.127407
83001208	0.276907	2.04307	2.49308	0.610145	223.633	0.121786
83569234	0.357054	2.09649	2.15766	0.757234	106	0.124735
83607634	0.46712	3.66434	2.24956	3.79596	56.529	0.152638
83750950	0.488704	7.01193	2.86643	1.15556	89.7637	0.130198
83766010	0.304662	2.28748	2.47004	2.74666	82.3029	0.114739
83898918	0.453189	4.20491	2.44006	0.920823	232.05	0.114383
83952871	0.249553	2.32266	2.80445	0.48047	209.687	0.133489
83993050	0.477418	6.09922	2.74892	1.64186	215.452	0.14442
84344661	0.212101	3.12011	3.53139	1.94337	145.616	0.131093
84492809	0.479596	5.07762	2.52785	0.525008	62.6269	0.145924
84777095	0.456481	5.15623	2.64947	1.68792	276.879	0.125202
84801334	0.500794	4.21364	2.25402	1.17451	105.932	0.141125
84943110	0.391706	4.33135	2.75801	1.03409	101.245	0.143124
85059889	0.456329	3.24257	2.17797	0.814953	259.175	0.149654
85241828	0.272163	2.61117	2.80415	1.73605	253.344	0.132754
85261564	0.371943	2.20414	2.14528	1.57504	269.794	0.109258
85271652	0.398834	5.55095	3.04094	1.59909	273.178	0.130528
85342057	0.449029	4.72422	2.58401	1.29438	132.369	0.121586
85360538	0.445912	6.22501	2.93522	0.845711	96.6906	0.108094
85376213	0.479621	3.84013	2.24651	0.77447	72.247	0.137639
85566085	0.328894	3.49497	2.83051	0.551471	217.836	0.128231
85825384	0.427213	3.19611	2.27278	0.856172	220.532	0.118441
85830030	0.385258	3.18598	2.44215	1.81519	251.69	0.14454
86126780	0.579444	5.63691	2.2297	1.44328	265.022	0.128678
86187290	0.313244	2.75111	2.62904	0.809573	121.438	0.12514
86539104	0.349788	2.39756	2.31021	0.552657	104.677	0.133206
86556284	0.53236	4.88425	2.27394	0.945426	120.55	0.134267
86701767	0.330971	2.97342	2.62504	0.777494	134.986	0.117739
86706544	0.429568	4.03675	2.49816	0.962992	119.573	0.124263
86799223	0.584599	6.1508	2.29149	1.1283	120.306	0.115518
86944629	0.436845	2.79454	2.11728	0.685627	283.047	0.10992
86980332	0.476328	3.91041	2.27583	1.68892	243.896	0.128885
86983201	0.746435	9.73766	2.04652	3.08529	282.366	0.119186
87144924	0.378334	3.30924	2.51356	1.58289	133.401	0.127868
87224076	0.493239	6.66505	2.77994	1.08349	258.419	0.111629
87435355	0.312525	2.55824	2.55104	1.6132	98.4412	0.138363
87543643	0.31496	2.08275	2.32601	1.23071	262.767	0.122896
87564815	0.519386	4.80793	2.30854	1.27417	248.204	0.133192
87578493	0.438075	3.06217	2.19277	0.536163	274.539	0.145407
87879958	0.51266	4.80857	2.33482	3.8242	93.7061	0.124932
87908928	0.278224	2.10565	2.5185	1.20434	243.983	0.127221
87913533	0.400501	3.84076	2.57477	0.908988	110.213	0.133933
88005024	0.445204	4.22555	2.47912	1.54454	247.419	0.124685
88028373	0.636754	6.18658	2.0999	0.865875	63.6562	0.154922
88061292	0.439692	4.33474	2.53064	3.45007	280.247	0.119128
88081321	0.454657	3.30403	2.20077	3.1003	299.04	0.13683
88199173	0.241782	2.34519	2.86962	0.945387	141.56	0.147584
88244739	0.313393	2.50456	2.5234	2.31693	115.171	0.142783
88295541	0.587852	7.64684	2.49831	1.91684	88.4478	0.124419
88555732	0.517186	7.13898	2.74679	2.08447	121.13	0.112031
88620638	0.389489	3.5766	2.54687	1.11774	251.107	0.114836
88791751	0.435546	2.91935	2.15956	0.812378	253.797	0.144412
88820205	0.251493	2.85849	3.06398	0.341268	141.993	0.145552
88892908	0.321237	3.28521	2.79676	1.12777	207.22	0.126094
88913809	0.475119	3.32398	2.13365	1.37103	115.442	0.127547
88935090	0.468821	3.13107	2.10425	0.965786	231.951	0.12943
88983046	0.322425	2.87128	2.62951	1.23525	110.417	0.126842
89058416	0.451983	3.86361	2.359	0.404432	325.546	0.132231
89250454	0.31955	3.99492	3.06384	1.00104	163.491	0.148259
89329063	0.43896	3.08445	2.19604	0.797396	262.2	0.162145
89414453	0.420871	3.4531	2.37316	0.713625	107.834	0.109843
89417937	0.624977	5.25063	2.00774	1.02779	280.398	0.120349
89466637	0.44936	3.50915	2.27605	0.441974	268.859	0.132893
89605734	0.441969	4.72191	2.61576	0.387052	335.776	0.118381
89624981	0.453416	3.08907	2.14573	0.410345	278.842	0.128536
89786528	0.415754	2.74486	2.1766	1.09902	237.368	0.144896
89902584	0.412549	3.75949	2.49673	0.793188	121.502	0.117172
90020707	0.388939	2.80533	2.29952	1.54389	106.678	0.136073
90072892	0.486827	3.76033	2.20095	1.1421	102.166	0.130254
90200488	0.549201	4.25976	2.09209	0.617098	29.4604	0.133184
90241396	0.611076	5.48645	2.09099	1.37678	39.6701	0.118867
90622028	0.267331	2.39347	2.72765	1.59281	161.938	0.13898
90770647	0.300349	2.7302	2.69077	2.7273	232.907	0.112268
90998642	0.280227	2.28077	2.59587	0.468591	160.011	0.138348
91213264	0.525206	3.73007	2.06213	0.618717	99.1723	0.126599
91213319	0.405362	2.49792	2.13181	1.16692	267.125	0.120919
91260208	0.498794	3.16402	2.01486	0.920765	279.596	0.138382
91290846	0.294977	2.78856	2.74686	1.37345	166.163	0.141681
91526638	0.428959	5.34784	2.82834	2.50993	266.125	0.137292
91674788	0.224646	2.35722	3.00269	2.49777	126.013	0.114974
91682658	0.339809	2.58203	2.42833	1.75531	241.409	0.135991
91783259	0.553149	5.53498	2.31337	1.16125	230.955	0.154199
91962364	0.269011	2.1187	2.57634	0.644579	219.66	0.133884
92027795	0.417411	2.94749	2.23477	1.60839	270.065	0.146475
92060790	0.448428	3.61284	2.30742	1.24121	113.522	0.111123
92078539	0.422475	2.39038	2.03666	0.465607	268.401	0.134445
92285138	0.45161	4.29219	2.46827	1.4162	245.746	0.128824
92351045	0.334714	3.61522	2.84008	0.839196	111.111	0.140801
92351214	0.42467	2.40318	2.03374	1.03786	101.271	0.142325
92576554	0.382716	2.78674	2.31842	1.69993	132.133	0.135937
92714392	0.498673	4.6505	2.35703	5.10891	53.2412	0.145888
92764211	0.452943	2.78851	2.06113	1.95109	292.932	0.11291
93078490	0.458409	2.8279	2.0546	0.446713	49.2987	0.128753
93246886	0.31883	2.6495	2.55752	2.55529	114.177	0.134136
93413142	0.341736	3.51536	2.76618	0.628048	216.782	0.132313
93802726	0.32145	2.13629	2.3216	1.48895	253.041	0.117588
93892807	0.306241	2.80449	2.68954	1.60308	111.299	0.143081
93974237	0.440339	3.24481	2.23705	0.408941	284.77	0.10826
94040943	0.526105	6.46441	2.58906	3.34382	253.414	0.12309
94461936	0.548837	4.0197	2.04565	1.12777	261.202	0.117547
94587994	0.50221	3.81234	2.1585	2.29	83.5574	0.128282
94986969	0.325131	4.51274	3.20115	1.26232	136.353	0.150712
95010597	0.411842	2.29095	2.03767	0.561275	96.8609	0.132911
95029863	0.455511	3.91185	2.35718	0.927589	89.4276	0.159861
95140971	0.204854	2.04219	2.96768	2.85258	113.277	0.111758
95259560	0.329965	2.1973	2.31133	0.88873	115.198	0.121962
95396170	0.253143	2.43068	2.83755	0.463561	188.758	0.15559
95610321	0.349881	3.84222	2.83189	1.05719	258.102	0.162952
95749327	0.38926	4.45137	2.80436	0.460356	69.306	0.116174
95875272	0.340901	3.71008	2.83785	1.24823	134.148	0.140126
95893558	0.471044	3.01028	2.06415	0.739929	89.5889	0.150724
96092143	0.292059	2.5801	2.67103	1.27364	106.993	0.131198
96287685	0.490578	4.24964	2.3007	3.00501	242.69	0.123534
96303267	0.319719	4.50645	3.23557	2.78852	109.93	0.134343
96381420	0.290066	2.64632	2.71241	1.68984	197.742	0.130498
96832813	0.270461	2.12944	2.57376	1.91619	245.614	0.148832
96926779	0.259852	2.36407	2.75935	0.780894	126.2	0.1304
97209637	0.233766	2.04991	2.75672	1.40128	113.073	0.142995
97321600	0.521522	4.32103	2.20107	0.745981	84.0473	0.123367
97345467	0.289041	2.08832	2.45296	2.10922	92.1668	0.141473
97524926	0.425408	2.70149	2.12819	1.16797	100.236	0.115486
97550767	0.444884	3.06838	2.17002	0.582201	105.89	0.109506
97938795	0.388053	3.72188	2.598	0.346844	279.834	0.130871
97976776	0.342922	2.70189	2.46119	0.707781	120.166	0.133627
98052119	0.346812	3.41014	2.70241	0.366531	262.495	0.134806
98154295	0.39465	4.77836	2.86528	0.864937	207.466	0.129099
98472060	0.317316	4.18124	3.14261	2.83601	259.936	0.133936
98478287	0.496588	6.15445	2.66821	0.981916	135.296	0.142224
98545049	0.342918	4.63406	3.12408	2.69378	107.572	0.120916
98612670	0.3344	2.46391	2.40511	0.731224	237.609	0.115022
98625433	0.370677	2.0482	2.08751	0.50478	115.426	0.112314
98647032	0.238433	2.29472	2.86528	1.31352	164.31	0.119305
98656694	0.554591	3.89337	2.0018	1.68189	260.285	0.12743
98788173	0.302381	2.2961	2.48548	1.53302	217.233	0.132645
99007290	0.343344	3.94471	2.90253	1.60771	254.869	0.126432
99140411	0.359042	2.8895	2.45736	0.479635	119.927	0.138149
99378007	0.398314	2.28999	2.08316	0.928907	92.9838	0.147977
99624533	0.291727	2.50311	2.63771	1.24968	251.054	0.141587
99652458	0.406882	4.05936	2.60724	1.28423	262.373	0.12387
99961943	0.316366	2.05959	2.30888	0.900114	234.938	0.122529
100109288	0.325117	2.99383	2.66364	1.67313	236.596	0.137197
